Bar Name,Alcohol Type,Brand Name,forecast_method,predicted_daily_demand_ml,safety_stock_ml,par_level_ml,stockout_days,lost_volume_ml,average_inventory_ml
Thomas's Bar,Rum,Bacardi,7-day moving average,62.246908998474886,421.07468594908755,607.8154129445122,3,304.1037611664633,462.8236879069479
Anderson's Bar,Rum,Bacardi,7-day moving average,74.99747839349263,465.9714643134477,690.9638994939256,2,287.14610050607433,566.4792826067726
Taylor's Bar,Beer,Heineken,7-day moving average,28.420249110320242,289.53232652986753,374.79307386082826,2,275.3138522783435,340.4486753334576
Johnson's Bar,Beer,Miller,7-day moving average,38.991611591255676,356.8422244313147,473.81705920508176,4,266.831763179673,353.9433060552133
Taylor's Bar,Wine,Yellow Tail,7-day moving average,47.692033553635,359.82447509521086,502.90057575611587,4,264.63769697553647,435.9075531357086
Johnson's Bar,Whiskey,Jameson,7-day moving average,48.40137773258759,360.353200344742,505.55733354250475,3,256.1079993724857,416.2913616938423
Taylor's Bar,Rum,Captain Morgan,7-day moving average,59.421489578037566,433.06824604317086,611.3327147772836,1,241.8772852227164,497.58587774130393
Anderson's Bar,Beer,Miller,7-day moving average,55.58951703101169,431.94328338739956,598.7118344804346,1,230.21816551956533,547.357979988028
Smith's Bar,Beer,Miller,7-day moving average,57.985683782409694,405.4033829853582,579.3604343325873,1,202.11956566741276,511.6240840696974
Anderson's Bar,Whiskey,Jameson,7-day moving average,64.15430096593795,435.072787091708,627.5356899895219,1,197.08431001047813,528.3715860461551
Smith's Bar,Whiskey,Jim Beam,7-day moving average,69.12965937976604,430.6811488359021,638.0701269752002,1,193.45987302479983,553.7425177646314
Johnson's Bar,Rum,Captain Morgan,7-day moving average,82.09415861718348,465.4266150786949,711.7090909302453,1,174.69090906975464,580.6612292139001
Brown's Bar,Wine,Sutter Home,7-day moving average,58.75498729028975,408.30219140732174,584.567153278191,1,118.68284672180903,494.15990952387585
Thomas's Bar,Beer,Heineken,7-day moving average,38.33694966954755,341.79410645498456,456.8049554636272,1,117.76504453637284,414.134956718173
Thomas's Bar,Vodka,Smirnoff,7-day moving average,53.67048805287246,375.3904694744054,536.4019336330227,2,115.40613273395456,389.7226697663737
Thomas's Bar,Rum,Captain Morgan,7-day moving average,52.825627859684865,375.5762028853766,534.0530864644312,4,112.03765414227507,419.44428798956574
Taylor's Bar,Rum,Malibu,7-day moving average,55.33705643111334,416.4446654448962,582.4558347382363,1,107.05416526176376,456.95595206955346
Johnson's Bar,Rum,Bacardi,7-day moving average,48.28930350787997,382.76105139649553,527.6289619201355,1,91.94103807986457,408.85180806323007
Brown's Bar,Beer,Budweiser,7-day moving average,49.31279105236396,379.6460871212558,527.5844602783477,2,88.09107944330458,458.2073075866098
Taylor's Bar,Beer,Coors,7-day moving average,38.84754448398571,336.84398314939176,453.3866166013489,2,74.0667667973022,371.4975114407097
Thomas's Bar,Wine,Sutter Home,7-day moving average,40.76817996949674,359.0472757375961,481.3518156460864,1,43.96818435391367,422.92613069830924
Johnson's Bar,Whiskey,Jack Daniels,7-day moving average,49.982104728012104,402.7771640748581,552.7234782588944,1,42.266521741105635,445.9194366177987
Smith's Bar,Rum,Captain Morgan,7-day moving average,67.51184036603958,420.8625276666248,623.3980487647436,1,40.861951235256356,555.477117813624
Anderson's Bar,Beer,Heineken,7-day moving average,50.72410777834265,391.87656448544107,544.048887820469,2,40.10222435906206,463.2497955488933
Smith's Bar,Whiskey,Jack Daniels,7-day moving average,53.483594306049746,393.5378643234353,553.9886472415845,1,37.4613527584155,488.40924872773707
Anderson's Bar,Rum,Malibu,7-day moving average,40.75273512963905,352.8887917036945,475.1469970926116,1,31.50300290738835,435.459335202679
Brown's Bar,Whiskey,Jack Daniels,7-day moving average,56.58322318251139,393.1154892846811,562.8651588322152,1,30.55484116778473,526.7816332313081
Thomas's Bar,Whiskey,Jameson,7-day moving average,49.32990340620236,363.52577331477204,511.5154835333791,1,20.654516466620862,486.9809628704672
Taylor's Bar,Whiskey,Jack Daniels,7-day moving average,68.46048296898829,433.9095687294363,639.2910176364012,1,11.00898236359879,541.3031016466435
Anderson's Bar,Rum,Captain Morgan,7-day moving average,77.06349262836807,487.6912178176226,718.8816957027268,1,10.868304297273198,579.3464366688476
Thomas's Bar,Rum,Malibu,7-day moving average,60.77547534316224,432.26847085111837,614.5948968806051,1,9.555103119394914,523.0274349966444
Anderson's Bar,Wine,Yellow Tail,7-day moving average,51.67160650737159,420.96797813005367,575.9827976521684,1,2.607202347831617,454.74271884506516
Smith's Bar,Beer,Coors,7-day moving average,43.217234367056385,358.2148575539634,487.8665606551325,1,2.1234393448675064,425.5100378197767
Anderson's Bar,Vodka,Grey Goose,7-day moving average,71.39548042704627,443.67956920579803,657.8660104869368,0,0.0,568.7378414728522
Anderson's Bar,Wine,Barefoot,7-day moving average,79.1493797661413,474.9992621006474,712.4474013990713,0,0.0,610.5671197089304
Anderson's Bar,Beer,Budweiser,7-day moving average,35.404514489069655,319.1396503911098,425.3531938583188,0,0.0,425.3531938583187
Brown's Bar,Beer,Miller,7-day moving average,52.30755973563801,407.4259976882011,564.3486768951152,0,0.0,535.2498036556782
Brown's Bar,Beer,Heineken,7-day moving average,56.79346212506352,411.4091187897802,581.7895051649708,0,0.0,503.7823220663791
Brown's Bar,Rum,Captain Morgan,7-day moving average,54.44448906964919,391.6571296756796,554.9905968846272,0,0.0,509.3869349127962
Brown's Bar,Vodka,Absolut,7-day moving average,50.26481952211487,395.4309431276226,546.2254016939672,0,0.0,466.93723267988264
Johnson's Bar,Vodka,Absolut,7-day moving average,76.3230045754956,445.66776557224904,674.6367792987359,0,0.0,557.9855116931021
Johnson's Bar,Wine,Yellow Tail,7-day moving average,53.44241992882554,400.36011315201,560.6873729384866,0,0.0,436.96314758637396
Johnson's Bar,Wine,Barefoot,7-day moving average,68.80279613624799,452.8484806928335,659.2568691015774,0,0.0,606.1864465663662
Johnson's Bar,Beer,Budweiser,7-day moving average,57.79695475343158,440.1383456818162,613.5292099421109,0,0.0,529.5190690970404
Smith's Bar,Vodka,Absolut,7-day moving average,75.70588713777317,476.1210268817932,703.2386882951128,0,0.0,569.7541812528592
Johnson's Bar,Vodka,Smirnoff,7-day moving average,75.50559735638015,488.15536412822723,714.6721561973677,0,0.0,625.4606069015931
Taylor's Bar,Beer,Budweiser,7-day moving average,69.70843924758509,471.4752545246312,680.6005722673865,0,0.0,627.634093394147
Thomas's Bar,Beer,Miller,7-day moving average,66.9540213523132,479.68586698423684,680.5479310411765,0,0.0,595.2459592101904
Thomas's Bar,Vodka,Absolut,7-day moving average,57.885195729537436,406.5006211504949,580.1562083391073,0,0.0,486.09367312783957
Thomas's Bar,Whiskey,Jack Daniels,7-day moving average,74.34801728520594,466.2437705149375,689.2878223705553,0,0.0,590.4647237790061
Thomas's Bar,Wine,Barefoot,7-day moving average,54.33377224199295,398.294247939905,561.2955646658838,0,0.0,438.03077593348956
Thomas's Bar,Whiskey,Jim Beam,7-day moving average,72.02844433146929,471.1730920760324,687.2584250704402,0,0.0,583.3812419718486
